onset,duration,period,division,bar,beat,tatum,beat_duration,signature,pitch,loud_max,loud_median,phrase_id,phrase_begin,chorus_id,chord,form
10.9075736961,1.47446712018,4,1,2,3,1,0.447233560091,"""4/4""",58,0.835401484934,71.3907021327,2,0,1,F-j7,A1
12.5329705215,0.116099773243,4,2,3,2,2,0.44716553288,"""4/4""",60,0.737317287912,70.646766151,2,0,1,F-7,A1
12.7013151927,0.139319727891,4,1,3,3,1,0.450453514739,"""4/4""",58,0.573019281081,68.4511362673,2,0,1,F-7,A1
14.3714285714,0.138775510204,4,2,4,2,2,0.45716553288,"""4/4""",60,0.645124568762,69.0440222558,3,1,1,F-6,A1
14.5510204082,0.10612244898,4,1,4,3,1,0.430022675737,"""4/4""",58,0.401830080819,66.6909335323,3,0,1,F-6,A1
15.2700226757,0.0897959183673,4,2,4,4,2,0.448979591837,"""4/4""",60,0.535114400205,66.1688387294,3,0,1,F-6,A1
15.4244897959,0.0857142857143,4,3,5,1,1,0.450498866213,"""4/4""",58,0.194809280389,64.7613227457,3,0,1,Dbj7,A1
15.7184580499,0.0816326530612,4,3,5,1,3,0.450498866213,"""4/4""",60,0.642289815199,70.3144208288,3,0,1,Dbj7,A1
15.8490702948,0.155102040816,4,1,5,2,1,0.466507936508,"""4/4""",58,0.421187563382,68.0868266442,3,0,1,Dbj7,A1
16.3294331066,1.05360544218,4,1,5,3,1,0.462517006803,"""4/4""",58,0.682308785087,66.4880733623,3,0,1,Dbj7,A1
18.1673469388,1.44897959184,4,1,6,3,1,0.456916099773,"""4/4""",63,0.809843552527,71.9870173581,4,1,1,Bb-7,A1
19.7632653061,0.10612244898,4,2,7,2,2,0.447097505669,"""4/4""",61,0.75915297649,72.3807684805,4,0,1,Gm7b5,A1
20.0,0.179591836735,4,2,7,3,1,0.441882086168,"""4/4""",58,0.449756067364,69.4361277428,4,0,1,Gm7b5,A1
20.2285714286,1.0,4,2,7,3,2,0.441882086168,"""4/4""",58,0.479552772293,67.5304058657,4,0,1,Gm7b5,A1
22.0653061224,0.224489795918,4,4,8,3,4,0.447278911565,"""4/4""",72,1.11120775392,74.6856494679,5,1,1,C79b,A1
22.45,0.167346938776,4,2,8,4,2,0.441746031746,"""4/4""",67,0.704021167432,71.041101785,5,0,1,C79b,A1
22.6742857143,0.330612244898,4,1,9,1,1,0.456712018141,"""4/4""",70,0.986892555778,73.442614778,5,0,1,F-,A2
23.0857142857,0.363265306122,4,1,9,2,1,0.448888888889,"""4/4""",68,0.730569508547,69.6559743942,5,0,1,F-,A2
23.5224489796,0.363265306122,4,1,9,3,1,0.434693877551,"""4/4""",67,0.677599238513,69.9189809569,5,0,1,F-,A2
23.9428571429,0.355102040816,4,1,9,4,1,0.426575963719,"""4/4""",65,0.74040744883,70.9638937174,5,0,1,F-,A2
24.4085260771,0.379591836735,4,1,10,1,1,0.457324263039,"""4/4""",64,0.642812085683,70.9296957563,5,0,1,F-j7,A2
24.8409977324,0.34693877551,4,1,10,2,1,0.446961451247,"""4/4""",67,0.633605749471,67.181490688,5,0,1,F-j7,A2
25.2908843537,0.351020408163,4,1,10,3,1,0.451541950113,"""4/4""",65,0.645544742073,70.7872146112,5,0,1,F-j7,A2
25.7142857143,0.204081632653,4,3,10,4,1,0.447120181406,"""4/4""",60,0.42847076401,66.970897863,5,0,1,F-j7,A2
26.0265306122,0.224489795918,4,3,10,4,3,0.447120181406,"""4/4""",58,0.430525678616,68.340335872,5,0,1,F-j7,A2
26.5020408163,0.371428571429,4,2,11,1,2,0.446258503401,"""4/4""",58,0.68225246231,66.845855729,5,0,1,F-7,A2
27.106122449,0.281632653061,4,1,11,3,1,0.433197278912,"""4/4""",58,0.667954323853,61.3218792326,5,0,1,F-7,A2
28.0874376417,0.0551020408163,4,4,12,1,2,0.470272108844,"""4/4""",57,0.176432566135,61.0845244302,6,1,1,F-6,A2
28.186122449,0.0938775510204,4,4,12,1,3,0.470272108844,"""4/4""",58,0.165984824487,61.0551162293,6,0,1,F-6,A2
28.3073015873,0.0816326530612,4,4,12,1,4,0.470272108844,"""4/4""",58,0.393195393541,67.2639627591,6,0,1,F-6,A2
28.4317460317,0.0938775510204,4,3,12,2,1,0.45306122449,"""4/4""",58,0.399304431473,68.325275913,6,0,1,F-6,A2
28.5699773243,0.112244897959,4,3,12,2,2,0.45306122449,"""4/4""",58,0.455788581323,68.8631143218,6,0,1,F-6,A2
28.7172789116,0.112244897959,4,3,12,2,3,0.45306122449,"""4/4""",58,0.45204918856,68.9288667965,6,0,1,F-6,A2
28.850430839,0.397959183673,4,1,12,3,1,0.45306122449,"""4/4""",58,0.590947771718,68.5460769495,6,0,1,F-6,A2
29.306122449,0.175510204082,4,1,12,4,1,0.44514739229,"""4/4""",56,0.411503157557,65.8178024989,6,0,1,F-6,A2
29.7428571429,0.124489795918,4,3,13,1,1,0.447074829932,"""4/4""",59,0.541760239621,67.1574010829,6,0,1,F-6,A2
29.8795918367,0.565306122449,4,3,13,1,2,0.447074829932,"""4/4""",60,0.563097938625,70.1305652985,6,0,1,Dbj7,A2
31.0160544218,0.06820861678,4,4,13,3,4,0.46693877551,"""4/4""",56,-0.00231459541369,64.2910590885,7,1,1,Dbj7,A2
31.1640816327,0.100136054422,4,3,13,4,1,0.447120181406,"""4/4""",58,0.186793628542,65.6033694206,7,0,1,Dbj7,A2
31.4428571429,0.0857142857143,4,3,13,4,3,0.447120181406,"""4/4""",60,0.290460611921,65.8158113308,7,0,1,Dbj7,A2
31.6142857143,0.181632653061,4,2,14,1,1,0.440907029478,"""4/4""",67,0.597578598927,68.887690519,7,0,1,Bb-7,A2
31.8816326531,0.0938775510204,4,2,14,1,2,0.440907029478,"""4/4""",67,0.576433138966,70.8919298584,7,0,1,Bb-7,A2
32.0183673469,0.134693877551,4,2,14,2,1,0.446984126984,"""4/4""",65,0.625730042832,68.2369996964,7,0,1,Bb-7,A2
32.2918367347,0.148979591837,4,2,14,2,2,0.446984126984,"""4/4""",65,0.638858288869,71.1679109129,7,0,1,Bb-7,A2
32.4836734694,0.365306122449,4,1,14,3,1,0.466734693878,"""4/4""",63,0.57258308787,69.5256038277,7,0,1,Bb-7,A2
32.9433106576,0.248979591837,4,3,14,4,1,0.431882086168,"""4/4""",62,0.705804744097,71.3164353142,7,0,1,Bb-7,A2
33.2132426304,2.06430839002,4,3,14,4,3,0.431882086168,"""4/4""",61,0.835339127396,71.5882219764,7,0,1,Bb-7,A2
36.106122449,0.195918367347,4,6,16,3,2,0.457120181406,"""4/4""",63,0.696078712936,70.1391444554,8,1,1,Eb7,A2
36.4591836735,0.14693877551,4,6,16,3,6,0.457120181406,"""4/4""",65,0.894085078778,70.3614168545,8,0,1,Eb7,A2
36.8428571429,0.108163265306,4,2,16,4,2,0.45126984127,"""4/4""",67,0.564145115459,69.4674295465,8,0,1,Eb7,A2
36.9918367347,0.202040816327,4,1,17,1,1,0.437482993197,"""4/4""",68,0.838201916111,71.5370237363,8,0,1,Abj7,B1
37.4334693878,0.235102040816,4,1,17,2,1,0.456780045351,"""4/4""",63,0.809238217165,71.5191900457,8,0,1,Abj7,B1
37.9102040816,0.214784580499,4,2,17,3,1,0.466530612245,"""4/4""",65,0.790898128647,71.194566875,8,0,1,Bb-7,B1
38.1673469388,0.112244897959,4,2,17,3,2,0.466530612245,"""4/4""",61,0.764308462101,72.5066027741,8,0,1,Bb-7,B1
38.3408163265,0.157142857143,4,3,17,4,1,0.441836734694,"""4/4""",58,0.493783634046,68.7742689383,8,0,1,Bb-7,B1
38.6265306122,0.130612244898,4,3,17,4,3,0.441836734694,"""4/4""",55,0.313822855508,66.7071093381,8,0,1,Bb-7,B1
38.7673469388,0.171428571429,4,3,18,1,1,0.466916099773,"""4/4""",56,0.213321124082,64.9680774908,8,0,1,C-7,B1
39.0836734694,0.0816326530612,4,3,18,1,3,0.466916099773,"""4/4""",58,0.406960239952,67.053488496,8,0,1,C-7,B1
39.2285714286,0.25306122449,4,1,18,2,1,0.43641723356,"""4/4""",60,0.655994649807,68.2570747638,8,0,1,C-7,B1
39.6857142857,0.114285714286,4,3,18,3,1,0.441836734694,"""4/4""",58,0.281742191756,65.2879375394,8,0,1,Bb-7,B1
39.9979591837,0.10612244898,4,3,18,3,3,0.441836734694,"""4/4""",60,0.488618829621,68.9208730253,8,0,1,Bb-7,B1
40.1183673469,0.14693877551,4,4,18,4,1,0.456825396825,"""4/4""",61,0.776842780378,67.5133794125,8,0,1,Bb-7,B1
40.4489795918,0.0938775510204,4,4,18,4,4,0.456825396825,"""4/4""",63,0.597035909232,70.2212019132,8,0,1,Bb-7,B1
40.5918367347,0.381632653061,4,1,19,1,1,0.457029478458,"""4/4""",65,0.714594338691,70.4548560681,8,0,1,Abj7,B1
41.0428571429,0.383673469388,4,1,19,2,1,0.437052154195,"""4/4""",68,1.06862069309,73.6136540244,8,0,1,Abj7,B1
41.487755102,0.395918367347,4,1,19,3,1,0.426530612245,"""4/4""",63,0.945971306714,72.5995665493,8,0,1,Bb-7,B1
41.9336734694,0.302040816327,4,4,19,4,1,0.446575963719,"""4/4""",63,0.827783874347,71.5017871542,8,0,1,Bb-7,B1
42.2545124717,0.632743764172,4,4,19,4,4,0.446575963719,"""4/4""",63,0.866782719765,69.7968363161,8,0,1,Bb-7,B1
44.2367346939,0.197959183673,4,1,21,1,1,0.46156462585,"""4/4""",72,1.27194452805,77.4837282034,9,1,1,Abj7,B1
44.6551020408,0.212244897959,4,1,21,2,1,0.462947845805,"""4/4""",67,0.925910633789,74.6665827818,9,0,1,Abj7,B1
45.1,0.195918367347,4,3,21,3,1,0.439727891156,"""4/4""",70,1.12627319052,75.9502157852,9,0,1,C7,B1
45.4066213152,0.140816326531,4,3,21,3,3,0.439727891156,"""4/4""",68,1.21485245888,77.0097165347,9,0,1,C7,B1
45.5510204082,0.212244897959,4,2,21,4,1,0.462698412698,"""4/4""",67,1.16778702854,74.3959048931,9,0,1,C7,B1
45.8040816327,0.175510204082,4,2,21,4,2,0.462698412698,"""4/4""",65,0.802618688098,69.8431478116,9,0,1,C7,B1
46.0480725624,0.229297052154,4,3,22,1,1,0.457029478458,"""4/4""",63,0.376422852371,67.8035927592,9,0,1,F-7,B1
46.3383219955,0.43537414966,4,3,22,1,3,0.457029478458,"""4/4""",60,0.806881467374,71.7471713198,9,0,1,F-7,B1
46.8926984127,0.264126984127,4,2,22,3,1,0.457120181406,"""4/4""",64,0.463254860636,68.6967107741,9,0,1,Eb-7,B1
47.1800453515,0.156734693878,4,2,22,3,2,0.457120181406,"""4/4""",60,0.715653173484,71.9567187172,9,0,1,Eb-7,B1
47.8229478458,0.130612244898,4,2,23,1,1,0.45693877551,"""4/4""",64,0.855443639728,69.8437635728,9,0,1,Dbj7,B1
47.956462585,1.10149659864,4,2,23,1,2,0.45693877551,"""4/4""",65,0.796089285628,72.597870742,9,0,1,Dbj7,B1
49.4933333333,0.0957823129252,4,4,23,4,4,0.472766439909,"""4/4""",60,0.659314129528,69.3116694171,10,1,1,Dbj7,B1
49.6448979592,0.130612244898,4,4,24,1,1,0.441065759637,"""4/4""",63,0.694830448794,72.5400227459,10,0,1,Gm7b5,B1
49.8183673469,0.0918367346939,4,4,24,1,3,0.441065759637,"""4/4""",60,0.118846112597,60.5080884062,10,0,1,Gm7b5,B1
49.9258049887,0.116099773243,4,4,24,1,4,0.441065759637,"""4/4""",61,0.788557096593,71.8939420317,10,0,1,Gm7b5,B1
50.1144671202,0.104489795918,4,4,24,2,2,0.466848072562,"""4/4""",63,0.678144022701,71.7829240629,10,0,1,Gm7b5,B1
50.2741043084,0.101587301587,4,4,24,2,3,0.466848072562,"""4/4""",60,0.502558293293,68.8790165776,10,0,1,Gm7b5,B1
50.3960090703,0.089977324263,4,4,24,2,4,0.466848072562,"""4/4""",61,0.694192934307,70.7866573319,10,0,1,Gm7b5,B1
50.5527437642,0.101587301587,4,3,24,3,1,0.431111111111,"""4/4""",63,0.591190733137,70.6565424213,10,0,1,C7,B1
50.718185941,0.089977324263,4,3,24,3,2,0.431111111111,"""4/4""",60,0.579262787545,68.2792011558,10,0,1,C7,B1
50.822675737,0.107392290249,4,3,24,3,3,0.431111111111,"""4/4""",61,0.632922422763,70.0762271485,10,0,1,C7,B1
50.9823129252,0.235102040816,4,1,24,4,1,0.446961451247,"""4/4""",63,0.736973163123,71.1423356965,10,0,1,C7,B1
51.4837188209,0.13641723356,4,4,25,1,2,0.456893424036,"""4/4""",67,0.866039268015,73.5941526258,11,1,1,F-,A3
51.6237641723,0.0725623582766,4,4,25,1,3,0.456893424036,"""4/4""",64,0.518912558663,67.3412724208,11,0,1,F-,A3
51.7195464853,0.130612244898,4,4,25,1,4,0.456893424036,"""4/4""",65,0.758837802118,70.8775246917,11,0,1,F-,A3
51.8762811791,0.609523809524,4,1,25,2,1,0.447301587302,"""4/4""",67,0.837927694,72.5966454846,11,0,1,F-,A3
52.5184580499,0.0696598639456,4,4,25,3,3,0.451496598639,"""4/4""",64,0.384191000541,63.8934043617,11,0,1,F-,A3
52.6142403628,0.107392290249,4,4,25,3,4,0.451496598639,"""4/4""",65,0.69351602664,71.3438169239,11,0,1,F-,A3
52.7833106576,0.130612244898,4,3,25,4,1,0.447278911565,"""4/4""",67,0.872146907319,72.3295225442,11,0,1,F-,A3
52.9436734694,0.0812698412698,4,3,25,4,2,0.447278911565,"""4/4""",64,0.441916687574,67.4903966688,11,0,1,F-,A3
53.0467120181,0.104489795918,4,3,25,4,3,0.447278911565,"""4/4""",65,0.781761915064,71.3261270238,11,0,1,F-,A3
53.1736961451,0.101587301587,4,1,26,1,1,0.430929705215,"""4/4""",67,1.00365502036,74.6082584963,11,0,1,F-,A3
54.2040816327,0.0957823129252,4,4,26,3,2,0.456780045351,"""4/4""",67,0.985762160771,73.6660675753,12,1,1,F-j7,A3
54.3300226757,0.0638548752834,4,4,26,3,3,0.456780045351,"""4/4""",64,0.508396624586,69.5781009171,12,0,1,F-j7,A3
54.4333786848,0.0986848072562,4,4,26,3,4,0.456780045351,"""4/4""",65,0.435801060639,66.571155118,12,0,1,F-j7,A3
54.6019047619,0.125714285714,4,3,26,4,1,0.447369614512,"""4/4""",67,0.872163785595,73.0174162053,12,0,1,F-j7,A3
54.7657142857,0.0696598639456,4,3,26,4,2,0.447369614512,"""4/4""",64,-0.0102448556947,62.3417834524,12,0,1,F-j7,A3
54.8585941043,0.0957823129252,4,3,26,4,3,0.447369614512,"""4/4""",65,0.572403236206,69.8247750132,12,0,1,F-j7,A3
55.0255102041,0.226530612245,4,1,27,1,1,0.441609977324,"""4/4""",70,1.26560292699,73.1922538479,12,0,1,F-7,A3
55.426031746,0.722721088435,4,1,27,2,1,0.45612244898,"""4/4""",70,1.1843673117,74.1906530264,12,0,1,F-7,A3
56.2242176871,0.119002267574,4,2,27,3,2,0.457006802721,"""4/4""",68,0.956697104335,73.3227283235,12,0,1,F-7,A3
56.3954648526,0.121904761905,4,3,27,4,1,0.447142857143,"""4/4""",67,0.710484722557,72.3629806652,12,0,1,F-7,A3
56.5551020408,0.089977324263,4,3,27,4,2,0.447142857143,"""4/4""",64,0.211279280708,64.9878053772,12,0,1,F-7,A3
56.6520408163,0.13641723356,4,3,27,4,3,0.447142857143,"""4/4""",65,0.498813782726,68.2829394512,12,0,1,F-7,A3
56.801814059,0.197369614512,4,2,28,1,1,0.451519274376,"""4/4""",67,0.718842678884,71.172516654,12,0,1,F-6,A3
57.0253061224,0.238004535147,4,2,28,1,2,0.451519274376,"""4/4""",65,0.60678242283,69.5920684193,12,0,1,F-6,A3
57.2778231293,0.0957823129252,4,3,28,2,1,0.46664399093,"""4/4""",67,0.675709697201,70.7166688872,12,0,1,F-6,A3
57.3968253968,0.275736961451,4,3,28,2,2,0.46664399093,"""4/4""",65,0.586130263517,69.4573752153,12,0,1,F-6,A3
57.7102947846,0.0754648526077,4,4,28,3,1,0.427505668934,"""4/4""",67,0.710867686731,70.7150845867,12,0,1,F-6,A3
57.8234920635,0.179954648526,4,4,28,3,2,0.427505668934,"""4/4""",65,0.466540473407,64.3362166332,12,0,1,F-6,A3
58.2008163265,0.087074829932,4,2,28,4,1,0.441700680272,"""4/4""",67,0.579315723628,69.5959671081,12,0,1,F-6,A3
58.3256235828,0.194467120181,4,2,28,4,2,0.441700680272,"""4/4""",65,0.624328708871,53.7733472449,12,0,1,F-6,A3
58.6387755102,0.429569160998,4,1,29,1,1,0.457097505669,"""4/4""",58,0.25784983376,55.9932863498,12,0,1,Dbj7,A3
59.7942857143,0.119002267574,4,6,29,3,5,0.449977324263,"""4/4""",65,0.682914343027,69.2013427077,13,1,1,Dbj7,A3
59.9307029478,0.127709750567,4,6,29,3,6,0.449977324263,"""4/4""",67,-4.12294030112,-66.2335977453,13,0,1,Dbj7,A3
60.2557823129,0.121904761905,4,2,29,4,2,0.456893424036,"""4/4""",68,0.940767800036,74.0369201035,13,0,1,Dbj7,A3
60.3951020408,0.113197278912,4,1,30,1,1,0.4320861678,"""4/4""",67,0.748209721737,71.0029768985,13,0,1,Dbj7,A3
61.1758730159,0.116099773243,4,2,30,2,2,0.43201814059,"""4/4""",65,0.746305988262,68.9659601059,13,0,1,Gm7b5,A3
61.3151927438,0.104489795918,4,1,30,3,1,0.455555555556,"""4/4""",64,0.411250359502,68.1296570814,13,0,1,C79b,A3
62.0466213152,0.145124716553,4,2,30,4,2,0.448231292517,"""4/4""",67,0.766240342944,70.2168494011,13,0,1,C79b,A3
62.2178684807,0.130612244898,4,1,31,1,1,0.451655328798,"""4/4""",65,0.71724735148,70.9917944384,13,0,1,F-7,A3
62.9989795918,0.130612244898,4,4,31,2,4,0.446780045351,"""4/4""",68,1.04585056339,75.058030609,13,0,1,F-7,A3
63.184399093,0.0812698412698,4,1,31,3,1,0.44716553288,"""4/4""",66,0.55821169084,69.3150623644,13,0,1,E7,A3
63.8780952381,0.150929705215,4,4,31,4,4,0.450544217687,"""4/4""",70,0.992643129436,72.9769989413,13,0,1,E7,A3
64.0783673469,0.168344671202,4,1,32,1,1,0.447256235828,"""4/4""",68,0.821390966433,72.4713747346,13,0,1,Eb-7,A3
64.8185034014,0.127709750567,4,4,32,2,4,0.457188208617,"""4/4""",73,1.04369601631,74.5228679856,13,0,1,Eb-7,A3
64.9868480726,0.168344671202,4,4,32,3,2,0.456780045351,"""4/4""",72,1.00021247924,69.8207487083,13,0,1,Ab7,A3
65.2596825397,0.107392290249,4,4,32,3,4,0.456780045351,"""4/4""",70,1.03234750968,75.5098267678,13,0,1,Ab7,A3
65.3786848073,0.139319727891,4,1,32,4,1,0.431995464853,"""4/4""",68,0.818170411612,70.2304493506,13,0,1,Ab7,A3
66.2087981859,0.0522448979592,4,6,33,1,6,0.468526077097,"""4/4""",64,0.594763686046,71.4372952528,14,1,1,Dbj7,A3
66.2784580499,0.432471655329,4,1,33,2,1,0.465306122449,"""4/4""",65,0.497596291953,69.7936108735,14,0,1,Dbj7,A3
66.7675283447,0.333786848073,4,1,33,3,1,0.466326530612,"""4/4""",63,0.484866877466,67.5274249287,14,0,1,Dbj7,A3
67.1796825397,0.377324263039,4,1,33,4,1,0.465691609977,"""4/4""",60,0.414706675435,65.7396723326,14,0,1,Dbj7,A3
67.6745578231,0.612426303855,4,1,34,1,1,0.437437641723,"""4/4""",56,0.199214671324,61.290189111,14,0,1,Bb-79,A3
69.3115646259,0.104489795918,4,2,34,4,2,0.466780045351,"""4/4""",65,0.804427327255,72.5609503752,15,1,1,Eb7,A3
69.4871655329,0.0986848072562,4,3,35,1,1,0.457029478458,"""4/4""",63,0.448293882151,67.1155722657,15,0,1,Ab6,A3
69.8107936508,0.0783673469388,4,3,35,1,3,0.457029478458,"""4/4""",60,0.403612584596,59.6844685205,15,0,1,Ab6,A3
69.9457596372,0.232199546485,4,1,35,2,1,0.466507936508,"""4/4""",56,0.245662481048,65.0450170573,15,0,1,Ab6,A3
70.4043537415,0.345396825397,4,1,35,3,1,0.431020408163,"""4/4""",56,0.550174100579,65.9278397047,15,0,1,Ab6,A3
70.8744897959,0.235102040816,4,3,35,4,1,0.46566893424,"""4/4""",56,0.435296641531,69.1739669889,15,0,1,Ab6,A3
71.1826530612,0.684988662132,4,3,35,4,3,0.46566893424,"""4/4""",56,0.37070100286,63.4746804734,15,0,1,Ab6,A3
72.9658049887,0.113197278912,4,2,36,4,2,0.451247165533,"""4/4""",60,0.635064916715,67.3053659306,16,1,1,C7,A3
73.1145578231,0.153832199546,4,3,37,1,1,0.44716553288,"""4/4""",65,0.53388015996,67.1970743006,16,0,2,F-,A1
73.2778231293,0.0783673469388,4,3,37,1,2,0.44716553288,"""4/4""",67,0.510815086298,67.5366463815,16,0,2,F-,A1
73.380861678,0.11029478458,4,3,37,1,3,0.44716553288,"""4/4""",68,0.999150083031,72.8990240019,16,0,2,F-,A1
73.5666213152,0.0986848072562,4,3,37,2,1,0.456916099773,"""4/4""",68,0.902610436313,73.0332046997,16,0,2,F-,A1
73.6965079365,0.124807256236,4,3,37,2,2,0.456916099773,"""4/4""",67,0.832224977502,68.0935721742,16,0,2,F-,A1
73.8409070295,0.130612244898,4,3,37,2,3,0.456916099773,"""4/4""",65,0.590604613251,68.7658753836,16,0,2,F-,A1
74.0186848073,0.133514739229,4,3,37,3,1,0.444217687075,"""4/4""",65,0.419660322799,68.9850927173,16,0,2,F-,A1
74.1543764172,0.113922902494,4,3,37,3,2,0.444217687075,"""4/4""",67,0.63025528523,66.1968168533,16,0,2,F-,A1
74.2900680272,0.130612244898,4,3,37,3,3,0.444217687075,"""4/4""",68,0.991405248566,74.4888960209,16,0,2,F-,A1
74.4816326531,0.127709750567,4,3,37,4,1,0.464240362812,"""4/4""",68,0.956983691832,73.9612496636,16,0,2,F-,A1
74.6144217687,0.109569160998,4,3,37,4,2,0.464240362812,"""4/4""",67,0.749656244985,70.785065898,16,0,2,F-,A1
74.7450340136,0.133514739229,4,3,37,4,3,0.464240362812,"""4/4""",65,0.605627798045,69.6924005213,16,0,2,F-,A1
74.9017687075,0.595011337868,4,1,38,1,1,0.436530612245,"""4/4""",64,0.729036162847,70.6151028744,16,0,2,F-,A1
75.5489795918,0.11029478458,4,3,38,2,2,0.470657596372,"""4/4""",64,0.373153686637,65.7282015967,16,0,2,F-j7,A1
75.6959183673,0.0783673469388,4,3,38,2,3,0.470657596372,"""4/4""",65,0.389220565598,66.5127242125,16,0,2,F-j7,A1
75.8247619048,0.185759637188,4,1,38,3,1,0.472698412698,"""4/4""",67,0.783727806481,70.7111142423,16,0,2,F-j7,A1
76.2920634921,0.0957823129252,4,3,38,4,1,0.43746031746,"""4/4""",67,0.820858133469,72.9833307591,16,0,2,F-j7,A1
76.43138322,0.11029478458,4,3,38,4,2,0.43746031746,"""4/4""",65,0.414741275259,68.6100450572,16,0,2,F-j7,A1
76.5678004535,0.121904761905,4,3,38,4,3,0.43746031746,"""4/4""",64,0.469832416242,68.927158089,16,0,2,F-j7,A1
76.7245351474,0.534058956916,4,1,39,1,1,0.441655328798,"""4/4""",63,0.323471411094,67.0225393816,16,0,2,F-7,A1
77.3239002268,0.119002267574,4,3,39,2,2,0.447029478458,"""4/4""",65,0.617536907372,68.4735499648,16,0,2,F-7,A1
77.4617687075,0.104489795918,4,3,39,2,3,0.447029478458,"""4/4""",67,0.75171573753,71.3084014819,16,0,2,F-7,A1
77.589478458,0.119002267574,4,3,39,3,1,0.441609977324,"""4/4""",67,0.895908178249,71.9512308971,16,0,2,F-7,A1
77.7428117914,0.122721088435,4,3,39,3,2,0.441609977324,"""4/4""",65,0.573087768315,68.0658570791,16,0,2,F-7,A1
77.9058503401,0.139319727891,4,3,39,3,3,0.441609977324,"""4/4""",63,0.421836226821,68.4509041792,16,0,2,F-7,A1
78.0979591837,0.27283446712,4,1,39,4,1,0.446213151927,"""4/4""",63,0.55400032207,68.4083338394,16,0,2,F-7,A1
78.5473015873,0.51664399093,4,1,40,1,1,0.441768707483,"""4/4""",62,0.584896977549,68.6701136246,16,0,2,F-6,A1
79.1336054422,0.0986848072562,4,3,40,2,2,0.447029478458,"""4/4""",63,0.0931208355458,64.7413851355,16,0,2,F-6,A1
79.2700226757,0.113197278912,4,3,40,2,3,0.447029478458,"""4/4""",65,0.655003456779,70.0319955299,16,0,2,F-6,A1
79.4296598639,0.124807256236,4,1,40,3,1,0.467006802721,"""4/4""",65,0.678301158758,71.0990485204,16,0,2,F-6,A1
