onset,duration,period,division,bar,beat,tatum,beat_duration,signature,pitch,phrase_id,phrase_begin,chorus_id,chord,form,idea
20.4292063492,0.0711111111111,4,2,11,3,2,0.302040816327,"""4/4""",62,4,0,1,Eb-7,A2,line_w
20.5307936508,0.15746031746,4,4,11,4,1,0.302040816327,"""4/4""",63,4,0,1,Eb-7,A2,line_w
20.7542857143,0.0685714285714,4,4,11,4,4,0.302040816327,"""4/4""",58,4,0,1,Eb-7,A2,line_w
20.8380952381,0.147301587302,4,2,12,1,1,0.300544217687,"""4/4""",61,4,0,1,Ab7,A2,line_w
21.026031746,0.0965079365079,4,2,12,1,2,0.300544217687,"""4/4""",58,4,0,1,Ab7,A2,line_w
21.1301587302,0.15746031746,4,2,12,2,1,0.300544217687,"""4/4""",54,4,0,1,Ab7,A2,line_w
21.3231746032,0.0380952380952,4,2,12,2,2,0.300544217687,"""4/4""",51,4,0,1,Ab7,A2,line_w
21.4222222222,0.170158730159,4,2,12,3,1,0.287346938776,"""4/4""",60,4,0,1,Ab7,A2,line_w
21.6025396825,0.101587301587,4,2,12,3,2,0.287346938776,"""4/4""",58,4,0,1,Ab7,A2,line_w
21.7295238095,0.109206349206,4,3,12,4,1,0.287346938776,"""4/4""",56,4,0,1,Ab7,A2,line_w
21.9098412698,0.114285714286,4,3,12,4,3,0.287346938776,"""4/4""",54,4,0,1,Ab7,A2,line_w
22.0368253968,0.0990476190476,4,3,13,1,1,0.287346938776,"""4/4""",53,4,0,1,Dbo7,A2,line_w
22.2247619048,0.0787301587302,4,3,13,1,3,0.287346938776,"""4/4""",56,4,0,1,Dbo7,A2,line_w
22.3136507937,0.124444444444,4,2,13,2,1,0.287346938776,"""4/4""",58,4,0,1,Dbo7,A2,line_w
22.4558730159,0.106666666667,4,2,13,2,2,0.287346938776,"""4/4""",60,4,0,1,Dbo7,A2,line_w
22.5803174603,0.16253968254,4,2,13,3,1,0.296054421769,"""4/4""",63,4,0,1,Dbo7,A2,line_w
22.7631746032,0.134603174603,4,2,13,3,2,0.296054421769,"""4/4""",60,4,0,1,Db6,A2,line_w
22.913015873,0.0838095238095,4,2,13,4,1,0.296054421769,"""4/4""",61,4,0,1,Db6,A2,line_w
23.0298412698,0.111746031746,4,2,13,4,2,0.296054421769,"""4/4""",63,4,0,1,Db6,A2,line_w
23.2076190476,0.0888888888889,4,2,14,1,1,0.296054421769,"""4/4""",64,4,0,1,Dbj7,A2,line_w
23.3244444444,0.111746031746,4,2,14,1,2,0.296054421769,"""4/4""",65,4,0,1,Dbj7,A2,line_w
23.4768253968,0.149841269841,4,2,14,2,1,0.296054421769,"""4/4""",70,4,0,1,Dbj7,A2,line_w
23.6368253968,0.119365079365,4,2,14,2,2,0.296054421769,"""4/4""",68,4,0,1,Dbj7,A2,line_w
23.8019047619,0.114285714286,4,1,14,3,1,0.290816326531,"""4/4""",66,4,0,1,Dbj7,A2,line_w
24.386031746,0.144761904762,4,2,15,1,1,0.284693877551,"""4/4""",68,5,1,1,Ab-7,A2,lick
24.546031746,0.0584126984127,4,2,15,1,2,0.284693877551,"""4/4""",65,5,0,1,Ab-7,A2,lick
24.6196825397,0.116825396825,4,4,15,2,1,0.284693877551,"""4/4""",66,5,0,1,Ab-7,A2,lick
24.7695238095,0.0406349206349,4,4,15,2,3,0.284693877551,"""4/4""",67,5,0,1,Ab-7,A2,lick
24.8253968254,0.0711111111111,4,4,15,2,4,0.284693877551,"""4/4""",66,5,0,1,Ab-7,A2,lick
24.9142857143,0.149841269841,4,1,15,3,1,0.275510204082,"""4/4""",65,5,0,1,Ab-7,A2,lick
25.3892063492,0.132063492063,4,2,15,4,2,0.275510204082,"""4/4""",63,5,0,1,Db7,A2,lick
25.5263492063,0.144761904762,4,2,16,1,1,0.30306122449,"""4/4""",61,5,0,1,Ab-7,A2,lick
25.6787301587,0.0812698412698,4,2,16,1,2,0.30306122449,"""4/4""",60,5,0,1,Ab-7,A2,lick
25.7803174603,0.147301587302,4,3,16,2,1,0.30306122449,"""4/4""",58,5,0,1,Ab-7,A2,lick
25.9707936508,0.109206349206,4,3,16,2,3,0.30306122449,"""4/4""",61,5,0,1,Ab-7,A2,lick
26.0926984127,0.0939682539683,4,3,16,3,1,0.294263038549,"""4/4""",57,5,0,1,Db7,A2,lick
26.1866666667,0.177777777778,4,3,16,3,2,0.294263038549,"""4/4""",58,5,0,1,Db7,A2,lick
26.3822222222,0.139682539683,4,1,16,4,1,0.294263038549,"""4/4""",56,5,0,1,Db7,A2,lick
26.6666666667,0.167619047619,4,1,17,1,1,0.293151927438,"""4/4""",61,5,0,1,Db7,A2,lick
26.9841269841,0.139682539683,4,2,17,2,1,0.293151927438,"""4/4""",58,5,0,1,Gm7b5,B1,lick
27.1415873016,0.111746031746,4,2,17,2,2,0.293151927438,"""4/4""",56,5,0,1,Gm7b5,B1,lick
27.3041269841,0.114285714286,4,2,17,3,1,0.2989569161,"""4/4""",54,5,0,1,Gm7b5,B1,lick
27.4463492063,0.0888888888889,4,2,17,3,2,0.2989569161,"""4/4""",56,5,0,1,Gm7b5,B1,lick
27.5758730159,0.167619047619,4,2,17,4,1,0.2989569161,"""4/4""",58,5,0,1,Gm7b5,B1,lick
27.7434920635,0.0888888888889,4,2,17,4,2,0.2989569161,"""4/4""",61,5,0,1,Gm7b5,B1,lick
27.8476190476,0.147301587302,4,2,18,1,1,0.284444444444,"""4/4""",62,5,0,1,Gm7b5,B1,lick
28.0279365079,0.0939682539683,4,2,18,1,2,0.284444444444,"""4/4""",60,5,0,1,C79b,B1,lick
28.419047619,0.16,4,2,18,3,1,0.279183673469,"""4/4""",64,5,0,1,C79b,B1,line_w
28.5942857143,0.104126984127,4,2,18,3,2,0.279183673469,"""4/4""",62,5,0,1,C79b,B1,line_w
28.7161904762,0.152380952381,4,2,18,4,1,0.279183673469,"""4/4""",60,5,0,1,C79b,B1,line_w
28.8838095238,0.126984126984,4,2,18,4,2,0.279183673469,"""4/4""",57,5,0,1,C79b,B1,line_w
29.020952381,0.129523809524,4,2,19,1,1,0.302040816327,"""4/4""",55,5,0,1,Fj7,B1,line_w
29.1606349206,0.144761904762,4,2,19,1,2,0.302040816327,"""4/4""",60,5,0,1,Fj7,B1,line_w
29.3384126984,0.215873015873,4,1,19,2,1,0.302040816327,"""4/4""",57,5,0,1,Fj7,B1,line_w
29.5873015873,0.126984126984,4,3,19,3,1,0.279591836735,"""4/4""",55,5,0,1,Fj7,B1,line_w
29.7676190476,0.121904761905,4,3,19,3,3,0.279591836735,"""4/4""",60,5,0,1,Fj7,B1,line_w
29.8971428571,0.177777777778,4,1,19,4,1,0.279591836735,"""4/4""",57,5,0,1,Fj7,B1,line_w
30.1714285714,0.152380952381,4,2,20,1,1,0.291836734694,"""4/4""",52,5,0,1,Fj7,B1,line_w
30.339047619,0.0736507936508,4,2,20,1,2,0.291836734694,"""4/4""",53,5,0,1,Fj7,B1,line_w
30.4431746032,0.134603174603,4,3,20,2,1,0.291836734694,"""4/4""",57,5,0,1,Fj7,B1,line_w
30.6416326531,0.0609523809524,4,3,20,2,3,0.291836734694,"""4/4""",61,5,0,1,Fj7,B1,line_w
30.7123809524,0.182857142857,4,3,20,3,1,0.279591836735,"""4/4""",64,5,0,1,Fj7,B1,line_w
30.9104761905,0.0914285714286,4,3,20,3,3,0.279591836735,"""4/4""",65,5,0,1,Fj7,B1,line_w
31.4862585034,0.269931972789,4,2,21,1,2,0.295918367347,"""4/4""",68,6,1,1,Abm7b5,B1,lick
31.7765079365,0.269931972789,4,2,21,2,2,0.295918367347,"""4/4""",68,6,0,1,Abm7b5,B1,lick
32.0754648526,0.281541950113,4,2,21,3,2,0.289070294785,"""4/4""",70,6,0,1,Abm7b5,B1,lick
32.3715192744,0.275736961451,4,2,21,4,2,0.289070294785,"""4/4""",71,6,0,1,Abm7b5,B1,lick
32.6646712018,0.0957823129252,4,2,22,1,2,0.282358276644,"""4/4""",69,6,0,1,Db79b,B1,lick
32.7778684807,0.130612244898,4,2,22,2,1,0.282358276644,"""4/4""",68,6,0,1,Db79b,B1,lick
32.9183673469,0.121904761905,4,2,22,2,2,0.282358276644,"""4/4""",66,6,0,1,Db79b,B1,lick
33.0489795918,0.142222222222,4,2,22,3,1,0.3,"""4/4""",65,6,0,1,Db79b,B1,lick
33.2161451247,0.159637188209,4,2,22,3,2,0.3,"""4/4""",62,6,0,1,Db79b,B1,lick
33.3815873016,0.0609523809524,4,1,22,4,1,0.3,"""4/4""",61,6,0,1,Db79b,B1,lick
33.8953287982,0.188662131519,4,3,23,2,1,0.296632653061,"""4/4""",61,6,0,1,Gb-,B1,lick
34.1159183673,0.0957823129252,4,3,23,2,3,0.296632653061,"""4/4""",57,6,0,1,Gb-,B1,lick
34.2146031746,0.13641723356,4,2,23,3,1,0.290907029478,"""4/4""",59,6,0,1,Gb-,B1,lick
34.3684353741,0.119002267574,4,2,23,3,2,0.290907029478,"""4/4""",57,6,0,1,Gb-,B1,lick
34.7747845805,0.16253968254,4,2,24,1,1,0.297709750567,"""4/4""",56,6,0,1,Gb-,B1,lick
34.9576417234,0.104489795918,4,2,24,1,2,0.297709750567,"""4/4""",58,6,0,1,Ab7,B1,lick
35.0679365079,0.179954648526,4,6,24,2,1,0.297709750567,"""4/4""",60,6,0,1,Ab7,B1,lick
35.2624036281,0.0754648526077,4,6,24,2,4,0.297709750567,"""4/4""",64,6,0,1,Ab7,B1,lick
35.358185941,0.159637188209,4,6,24,2,6,0.297709750567,"""4/4""",68,6,0,1,Ab7,B1,lick
35.9328798186,0.156734693878,4,1,25,1,1,0.285714285714,"""4/4""",68,7,1,1,Fm7b5,A3,line_w
36.2289342404,0.139319727891,4,1,25,2,1,0.285714285714,"""4/4""",71,7,0,1,Fm7b5,A3,line_w
36.5142857143,0.0530612244898,4,4,25,3,1,0.297959183673,"""4/4""",70,7,0,1,Fm7b5,A3,line_w
36.587755102,0.220408163265,4,4,25,3,2,0.297959183673,"""4/4""",71,7,0,1,Fm7b5,A3,line_w
36.8210430839,0.142222222222,4,3,25,4,1,0.297959183673,"""4/4""",70,7,0,1,Fm7b5,A3,line_w
37.0155102041,0.127709750567,4,3,25,4,3,0.297959183673,"""4/4""",68,7,0,1,Fm7b5,A3,line_w
37.1432199546,0.133514739229,4,2,26,1,1,0.295918367347,"""4/4""",66,7,0,1,Bb79b,A3,line_w
37.3028571429,0.127709750567,4,2,26,1,2,0.295918367347,"""4/4""",68,7,0,1,Bb79b,A3,line_w
37.4421768707,0.0957823129252,4,2,26,2,1,0.295918367347,"""4/4""",66,7,0,1,Bb79b,A3,line_w
37.566984127,0.116099773243,4,2,26,2,2,0.295918367347,"""4/4""",64,7,0,1,Bb79b,A3,line_w
37.7092063492,0.139319727891,4,2,26,3,1,0.285714285714,"""4/4""",65,7,0,1,Bb79b,A3,line_w
37.8833560091,0.124807256236,4,2,26,3,2,0.285714285714,"""4/4""",63,7,0,1,Bb79b,A3,line_w
38.0168707483,0.119002267574,4,2,26,4,1,0.285714285714,"""4/4""",62,7,0,1,Bb79b,A3,line_w
38.1648979592,0.11029478458,4,2,26,4,2,0.285714285714,"""4/4""",65,7,0,1,Bb79b,A3,line_w
38.2955102041,0.124807256236,4,2,27,1,1,0.279591836735,"""4/4""",64,7,0,1,Eb-7,A3,line_w
38.4551473923,0.0754648526077,4,2,27,1,2,0.279591836735,"""4/4""",62,7,0,1,Eb-7,A3,line_w
38.5596371882,0.185759637188,4,3,27,2,1,0.279591836735,"""4/4""",63,7,0,1,Eb-7,A3,line_w
38.7570068027,0.104489795918,4,3,27,2,3,0.279591836735,"""4/4""",58,7,0,1,Eb-7,A3,line_w
38.8847165533,0.107392290249,4,2,27,3,1,0.304081632653,"""4/4""",54,7,0,1,Eb-7,A3,line_w
39.0095238095,0.0754648526077,4,2,27,3,2,0.304081632653,"""4/4""",51,7,0,1,Eb-7,A3,line_w
39.1662585034,0.139319727891,4,3,27,4,1,0.304081632653,"""4/4""",61,7,0,1,Eb-7,A3,line_w
39.3578231293,0.0812698412698,4,3,27,4,3,0.304081632653,"""4/4""",58,7,0,1,Eb-7,A3,line_w
39.4536054422,0.0957823129252,4,1,28,1,1,0.289795918367,"""4/4""",56,7,0,1,Ab7,A3,line_w
40.0602267574,0.119002267574,4,2,28,3,1,0.291836734694,"""4/4""",56,8,1,1,Ab7,A3,line_w
40.2111564626,0.116099773243,4,2,28,3,2,0.291836734694,"""4/4""",58,8,0,1,Ab7,A3,line_w
40.3301587302,0.159637188209,4,3,28,4,1,0.291836734694,"""4/4""",60,8,0,1,Ab7,A3,line_w
40.513015873,0.104489795918,4,3,28,4,3,0.291836734694,"""4/4""",63,8,0,1,Ab7,A3,line_w
40.6204081633,0.177052154195,4,1,29,1,1,0.291836734694,"""4/4""",67,8,0,1,Dbo7,A3,line_w
40.8961451247,0.19156462585,4,3,29,2,1,0.291836734694,"""4/4""",63,8,0,1,Dbo7,A3,line_w
41.1022222222,0.0957823129252,4,3,29,2,3,0.291836734694,"""4/4""",65,8,0,1,Dbo7,A3,line_w
41.2067120181,0.127709750567,4,2,29,3,1,0.300045351474,"""4/4""",67,8,0,1,Dbo7,A3,line_w
41.380861678,0.104489795918,4,2,29,3,2,0.300045351474,"""4/4""",63,8,0,1,Dbo7,A3,line_w
41.4969614512,0.16253968254,4,3,29,4,1,0.300045351474,"""4/4""",65,8,0,1,Dbo7,A3,line_w
41.6914285714,0.104489795918,4,3,29,4,3,0.300045351474,"""4/4""",67,8,0,1,Dbo7,A3,line_w
41.8162358277,0.124807256236,4,2,30,1,1,0.306281179138,"""4/4""",68,8,0,1,Db6,A3,line_w
41.9903854875,0.0841723356009,4,2,30,1,2,0.306281179138,"""4/4""",65,8,0,1,Db6,A3,line_w
42.0890702948,0.16253968254,4,3,30,2,1,0.306281179138,"""4/4""",61,8,0,1,Db6,A3,line_w
42.2980498866,0.0493424036281,4,3,30,2,3,0.306281179138,"""4/4""",58,8,0,1,Db6,A3,line_w
42.3590022676,0.203174603175,4,1,30,3,1,0.277346938776,"""4/4""",63,8,0,1,Db6,A3,line_w
42.9888435374,0.148027210884,4,2,31,1,1,0.302040816327,"""4/4""",69,9,1,1,Dbo7,A3,lick
43.15138322,0.0783673469388,4,2,31,1,2,0.302040816327,"""4/4""",65,9,0,1,Dbo7,A3,lick
43.2384580499,0.194467120181,4,3,31,2,1,0.302040816327,"""4/4""",67,9,0,1,Dbo7,A3,lick
43.4387301587,0.121904761905,4,3,31,2,3,0.302040816327,"""4/4""",69,9,0,1,Dbo7,A3,lick
43.7347845805,0.104489795918,4,2,31,3,2,0.289795918367,"""4/4""",65,9,0,1,Dbo7,A3,#lick
43.8392743764,0.153832199546,4,2,31,4,1,0.289795918367,"""4/4""",67,9,0,1,Dbo7,A3,#lick
44.001814059,0.0986848072562,4,2,31,4,2,0.289795918367,"""4/4""",69,9,0,1,Dbo7,A3,#lick
44.1121088435,0.206077097506,4,1,32,1,1,0.291836734694,"""4/4""",68,9,0,1,Dbo7,A3,#lick
44.4284807256,0.220589569161,4,1,32,2,1,0.291836734694,"""4/4""",68,9,0,1,Db6,A3,#lick
44.7361451247,0.174149659864,4,3,32,3,1,0.283673469388,"""4/4""",70,9,0,1,Db6,A3,lick
44.9335147392,0.0609523809524,4,3,32,3,3,0.283673469388,"""4/4""",68,9,0,1,Db6,A3,lick
45.0089795918,0.229297052154,4,1,32,4,1,0.283673469388,"""4/4""",70,9,0,1,Db6,A3,lick
45.3166439909,0.177052154195,4,3,33,1,1,0.281632653061,"""4/4""",71,9,0,2,Fm7b5,A1,#+lick
45.5111111111,0.0609523809524,4,3,33,1,3,0.281632653061,"""4/4""",70,9,0,2,Fm7b5,A1,#+lick
45.5865759637,0.174149659864,4,1,33,2,1,0.281632653061,"""4/4""",71,9,0,2,Fm7b5,A1,#+lick
45.8652154195,0.21768707483,4,4,33,3,1,0.302040816327,"""4/4""",73,9,0,2,Fm7b5,A1,#+lick
46.0945124717,0.0522448979592,4,4,33,3,4,0.302040816327,"""4/4""",72,9,0,2,Fm7b5,A1,#+lick
46.1496598639,0.261224489796,4,1,33,4,1,0.302040816327,"""4/4""",73,9,0,2,Fm7b5,A1,#+lick
46.487755102,0.0754648526077,4,2,34,1,1,0.305170068027,"""4/4""",73,9,0,2,Bb79b,A1,lick
46.5816326531,0.206077097506,4,2,34,1,2,0.305170068027,"""4/4""",74,9,0,2,Bb79b,A1,lick
46.7911111111,0.168344671202,4,2,34,2,1,0.305170068027,"""4/4""",73,9,0,2,Bb79b,A1,lick
46.9594557823,0.116099773243,4,2,34,2,2,0.305170068027,"""4/4""",71,9,0,2,Bb79b,A1,lick
47.0871655329,0.412154195011,4,1,34,3,1,0.307664399093,"""4/4""",70,9,0,2,Bb79b,A1,lick
48.1523809524,0.0551473922902,4,2,35,2,2,0.292675736961,"""4/4""",65,10,1,2,Eb-7,A1,line_w
48.2979591837,0.127709750567,4,2,35,3,1,0.298571428571,"""4/4""",68,10,0,2,Eb-7,A1,line_w
48.4484353741,0.089977324263,4,2,35,3,2,0.298571428571,"""4/4""",66,10,0,2,Eb-7,A1,line_w
48.5558276644,0.133514739229,4,6,35,4,1,0.298571428571,"""4/4""",62,10,0,2,Eb-7,A1,line_w
48.7469387755,0.0667573696145,4,6,35,4,5,0.298571428571,"""4/4""",58,10,0,2,Eb-7,A1,line_w
48.8141496599,0.208979591837,4,6,35,4,6,0.298571428571,"""4/4""",65,10,0,2,Eb-7,A1,line_w
49.026031746,0.119002267574,4,2,36,1,2,0.287755102041,"""4/4""",63,10,0,2,Ab7,A1,line_w
49.1591836735,0.13641723356,4,2,36,2,1,0.287755102041,"""4/4""",58,10,0,2,Ab7,A1,line_w
49.3265306122,0.0816326530612,4,2,36,2,2,0.287755102041,"""4/4""",55,10,0,2,Ab7,A1,line_w
49.4408163265,0.126530612245,4,2,36,3,1,0.297959183673,"""4/4""",61,10,0,2,Ab7,A1,line_w
49.5673469388,0.151020408163,4,2,36,3,2,0.297959183673,"""4/4""",63,10,0,2,Ab7,A1,line_w
49.7224489796,0.175510204082,4,2,36,4,1,0.297959183673,"""4/4""",60,10,0,2,Ab7,A1,line_w
49.8979591837,0.122448979592,4,2,36,4,2,0.297959183673,"""4/4""",58,10,0,2,Ab7,A1,line_w
50.0326530612,0.171428571429,4,1,37,1,1,0.302188208617,"""4/4""",56,10,0,2,Dbo7,A1,line_w
50.306122449,0.175510204082,4,1,37,2,1,0.302188208617,"""4/4""",56,10,0,2,Dbo7,A1,line_w
50.6285714286,0.216326530612,4,4,37,3,1,0.29066893424,"""4/4""",61,10,0,2,Dbo7,A1,lick
50.8448979592,0.065306122449,4,4,37,3,4,0.29066893424,"""4/4""",58,10,0,2,Dbo7,A1,lick
50.9224489796,0.171428571429,4,2,37,4,1,0.29066893424,"""4/4""",61,10,0,2,Dbo7,A1,lick
51.093877551,0.0938775510204,4,2,37,4,2,0.29066893424,"""4/4""",58,10,0,2,Dbo7,A1,lick
51.187755102,0.155102040816,4,2,38,1,1,0.295918367347,"""4/4""",64,10,0,2,Dbo7,A1,lick
51.3632653061,0.134693877551,4,2,38,1,2,0.295918367347,"""4/4""",65,10,0,2,Db6,A1,lick
51.506122449,0.179591836735,4,2,38,2,1,0.295918367347,"""4/4""",66,10,0,2,Db6,A1,lick
51.6857142857,0.130612244898,4,2,38,2,2,0.295918367347,"""4/4""",65,10,0,2,Db6,A1,lick
51.9551020408,0.122448979592,4,2,38,3,2,0.296893424036,"""4/4""",61,10,0,2,Db6,A1,lick
52.0857142857,0.2,4,3,38,4,1,0.296893424036,"""4/4""",58,10,0,2,Db6,A1,lick
52.2979591837,0.0530612244898,4,3,38,4,3,0.296893424036,"""4/4""",55,10,0,2,Db6,A1,lick
52.3673469388,0.2,4,3,39,1,1,0.283718820862,"""4/4""",63,10,0,2,Db6,A1,lick
52.587755102,0.069387755102,4,3,39,1,3,0.283718820862,"""4/4""",58,10,0,2,Db-7,A1,lick
52.6653061224,0.375510204082,4,1,39,2,1,0.283718820862,"""4/4""",63,10,0,2,Db-7,A1,lick
54.6816326531,0.187755102041,4,2,41,1,1,0.3,"""4/4""",69,11,1,2,Fm7b5,A2,lick
54.8693877551,0.126530612245,4,2,41,1,2,0.3,"""4/4""",71,11,0,2,Fm7b5,A2,lick
55.0,0.208163265306,4,3,41,2,1,0.3,"""4/4""",73,11,0,2,Fm7b5,A2,lick
55.2081632653,0.065306122449,4,3,41,2,3,0.3,"""4/4""",69,11,0,2,Fm7b5,A2,lick
55.2897959184,0.216326530612,4,4,41,3,1,0.295918367347,"""4/4""",71,11,0,2,Fm7b5,A2,lick
55.5183673469,0.118367346939,4,4,41,3,4,0.295918367347,"""4/4""",69,11,0,2,Fm7b5,A2,lick
55.9102040816,0.167346938776,4,2,42,1,1,0.295827664399,"""4/4""",68,11,0,2,Bb79b,A2,#-lick
56.0775510204,0.114285714286,4,2,42,1,2,0.295827664399,"""4/4""",70,11,0,2,Bb79b,A2,#-lick
56.212244898,0.151020408163,4,2,42,2,1,0.295827664399,"""4/4""",72,11,0,2,Bb79b,A2,#-lick
56.3714285714,0.0612244897959,4,2,42,2,2,0.295827664399,"""4/4""",68,11,0,2,Bb79b,A2,#-lick
56.4408163265,0.232653061224,4,4,42,3,1,0.288798185941,"""4/4""",70,11,0,2,Bb79b,A2,#-lick
56.6897959184,0.0938775510204,4,4,42,3,4,0.288798185941,"""4/4""",68,11,0,2,Bb79b,A2,#-lick
57.0693877551,0.163265306122,4,1,43,1,1,0.294603174603,"""4/4""",69,11,0,2,Eb-7,A2,lick
57.3714285714,0.163265306122,4,3,43,2,1,0.294603174603,"""4/4""",73,11,0,2,Eb-7,A2,lick
57.5591836735,0.10612244898,4,3,43,2,3,0.294603174603,"""4/4""",69,11,0,2,Eb-7,A2,lick
57.6816326531,0.159183673469,4,2,43,3,1,0.301383219955,"""4/4""",64,11,0,2,Eb-7,A2,lick
57.8408163265,0.0897959183673,4,2,43,3,2,0.301383219955,"""4/4""",59,11,0,2,Eb-7,A2,lick
57.9755102041,0.110204081633,4,2,43,4,1,0.301383219955,"""4/4""",66,11,0,2,Eb-7,A2,lick
58.1224489796,0.114285714286,4,2,43,4,2,0.301383219955,"""4/4""",64,11,0,2,Eb-7,A2,lick
58.412244898,0.114285714286,4,2,44,1,2,0.292857142857,"""4/4""",68,11,0,2,Ab7,A2,line_w
